prefix,reference,entity
local-authority,E07000087,137
local-authority,Q73072624,137
wikidata,Q73072624,137
billing-authority,E1734,137
addressbase-custodian,1720,137
statistical-geography,E07000087,137
local-authority-eng,FEN,138
local-authority-eng,Q73072625,138
local-authority,FEN,138
local-authority,E07000010,138
local-authority,Q73072625,138
wikidata,Q73072625,138
billing-authority,E0533,138
addressbase-custodian,515,138
statistical-geography,E07000010,138
local-authority-eng,FOE,139
local-authority-eng,Q28401332,139
local-authority,FOE,139
local-authority,E07000080,139
local-authority,Q28401332,139
wikidata,Q28401332,139
billing-authority,E1633,139
addressbase-custodian,1615,139
statistical-geography,E07000080,139
local-authority-eng,FOR,140
local-authority-eng,Q73072627,140
local-authority,FOR,140
local-authority,E07000201,140
local-authority,Q73072627,140
wikidata,Q73072627,140
billing-authority,E3532,140
addressbase-custodian,3510,140
statistical-geography,E07000201,140
local-authority-eng,FYL,141
local-authority-eng,Q73072630,141
local-authority,FYL,141
local-authority,E07000119,141
local-authority,Q73072630,141
wikidata,Q73072630,141
billing-authority,E2335,141
addressbase-custodian,2325,141
statistical-geography,E07000119,141
local-authority-eng,GAT,142
local-authority-eng,Q54666929,142
local-authority,GAT,142
local-authority,E08000037,142
local-authority,Q54666929,142
wikidata,Q54666929,142
billing-authority,E4501,142
addressbase-custodian,4505,142
statistical-geography,E08000037,142
local-authority-eng,GED,143
local-authority-eng,Q73072632,143
local-authority,GED,143
local-authority,E07000173,143
local-authority,Q73072632,143
wikidata,Q73072632,143
billing-authority,E3034,143
addressbase-custodian,3020,143
statistical-geography,E07000173,143
local-authority-eng,GLA,144
local-authority-eng,Q1135166,144
local-authority,GLA,144
local-authority,E12000007,144
local-authority,Q1135166,144
wikidata,Q1135166,144
billing-authority,E5100,144
statistical-geography,E12000007,144
local-authority-eng,GLO,145
local-authority-eng,Q28401303,145
local-authority,GLO,145
local-authority,E07000081,145
local-authority,Q28401303,145
wikidata,Q28401303,145
billing-authority,E1634,145
addressbase-custodian,1620,145
statistical-geography,E07000081,145
local-authority-eng,GLS,146
local-authority-eng,Q16839354,146
local-authority,GLS,146
local-authority,E10000013,146
local-authority,Q16839354,146
wikidata,Q16839354,146
billing-authority,E1620,146
statistical-geography,E10000013,146
local-authority-eng,GMCA,147
local-authority-eng,Q5600634,147
local-authority,GMCA,147
local-authority,E47000001,147
local-authority,Q5600634,147
wikidata,Q5600634,147
billing-authority,E6348,147
statistical-geography,E47000001,147
local-authority-eng,GOS,148
local-authority-eng,Q73072634,148
local-authority,GOS,148
local-authority,E07000088,148
local-authority,Q73072634,148
wikidata,Q73072634,148
billing-authority,E1735,148
addressbase-custodian,1725,148
statistical-geography,E07000088,148
local-authority-eng,GRA,149
local-authority-eng,Q55098935,149
local-authority,GRA,149
local-authority,E07000109,149
local-authority,Q55098935,149
wikidata,Q55098935,149
billing-authority,E2236,149
addressbase-custodian,2230,149
statistical-geography,E07000109,149
local-authority-eng,GRE,150
local-authority-eng,Q5604860,150
local-authority,GRE,150
local-authority,E09000011,150
local-authority,Q5604860,150
wikidata,Q5604860,150
billing-authority,E5012,150
addressbase-custodian,5330,150
statistical-geography,E09000011,150
local-authority-eng,GRT,151
local-authority-eng,Q73072637,151
local-authority,GRT,151
local-authority,E07000209,151
local-authority,Q73072637,151
wikidata,Q73072637,151
billing-authority,E3633,151
addressbase-custodian,3615,151
statistical-geography,E07000209,151
local-authority-eng,GRY,152
local-authority-eng,Q73072635,152
local-authority,GRY,152
local-authority,E07000145,152
local-authority,Q73072635,152
wikidata,Q73072635,152
billing-authority,E2633,152
addressbase-custodian,2615,152
statistical-geography,E07000145,152
local-authority-eng,HAA,153
local-authority-eng,Q73072652,153
local-authority,HAA,153
local-authority,E07000090,153
local-authority,Q73072652,153
wikidata,Q73072652,153
billing-authority,E1737,153
addressbase-custodian,1735,153
statistical-geography,E07000090,153
local-authority-eng,HAE,154
local-authority-eng,Q73072640,154
local-authority,HAE,154
local-authority,E07000164,154
local-authority,Q73072640,154
wikidata,Q73072640,154
billing-authority,E2732,154
addressbase-custodian,2710,154
statistical-geography,E07000164,154
local-authority-eng,HAG,155
local-authority-eng,Q73072647,155
local-authority,HAG,155
local-authority,E07000165,155
local-authority,Q73072647,155
wikidata,Q73072647,155
billing-authority,E2753,155
addressbase-custodian,2715,155
statistical-geography,E07000165,155
local-authority-eng,HAL,156
local-authority-eng,Q16983144,156
local-authority,HAL,156
local-authority,E06000006,156
local-authority,Q16983144,156
wikidata,Q16983144,156
billing-authority,E0601,156
addressbase-custodian,650,156
statistical-geography,E06000006,156
local-authority-eng,HAM,157
local-authority-eng,Q5646045,157
local-authority,HAM,157
local-authority,E10000014,157
local-authority,Q5646045,157
wikidata,Q5646045,157
billing-authority,E1721,157
statistical-geography,E10000014,157
local-authority-eng,HAO,158
local-authority-eng,Q73072642,158
local-authority,HAO,158
local-authority,E07000131,158
local-authority,Q73072642,158
wikidata,Q73072642,158
billing-authority,E2433,158
addressbase-custodian,2415,158
statistical-geography,E07000131,158
local-authority-eng,HAR,159
local-authority-eng,Q73072645,159
local-authority,HAR,159
local-authority,E07000073,159
local-authority,Q73072645,159
wikidata,Q73072645,159
billing-authority,E1538,159
addressbase-custodian,1540,159
statistical-geography,E07000073,159
local-authority-eng,HAS,160
local-authority-eng,Q73072650,160
local-authority,HAS,160
local-authority,E07000062,160
local-authority,Q73072650,160
wikidata,Q73072650,160
billing-authority,E1433,160
addressbase-custodian,1415,160
statistical-geography,E07000062,160
local-authority-eng,HAT,161
local-authority-eng,Q73072649,161
local-authority,HAT,161
local-authority,E07000089,161
local-authority,Q73072649,161
wikidata,Q73072649,161
billing-authority,E1736,161
addressbase-custodian,1730,161
statistical-geography,E07000089,161
local-authority-eng,HAV,162
local-authority-eng,Q5683826,162
local-authority,HAV,162
local-authority,E09000016,162
local-authority,Q5683826,162
wikidata,Q5683826,162
billing-authority,E5040,162
addressbase-custodian,5480,162
statistical-geography,E09000016,162
local-authority-eng,HCK,163
local-authority-eng,Q5637369,163
local-authority,HCK,163
local-authority,E09000012,163
local-authority,Q5637369,163
wikidata,Q5637369,163
billing-authority,E5013,163
addressbase-custodian,5360,163
statistical-geography,E09000012,163
local-authority-eng,HEF,164
local-authority-eng,Q5738061,164
local-authority,HEF,164
local-authority,E06000019,164
local-authority,Q5738061,164
wikidata,Q5738061,164
billing-authority,E1801,164
addressbase-custodian,1850,164
statistical-geography,E06000019,164
local-authority-eng,HER,165
local-authority-eng,Q15223753,165
local-authority,HER,165
local-authority,E07000098,165
local-authority,Q15223753,165
wikidata,Q15223753,165
billing-authority,E1934,165
addressbase-custodian,1920,165
statistical-geography,E07000098,165
local-authority-eng,HIG,166
local-authority-eng,Q5756024,166
local-authority,HIG,166
local-authority,E07000037,166
local-authority,Q5756024,166
wikidata,Q5756024,166
billing-authority,E1037,166
addressbase-custodian,1030,166
statistical-geography,E07000037,166
local-authority-eng,HIL,167
local-authority-eng,Q5763303,167
local-authority,HIL,167
local-authority,E09000017,167
local-authority,Q5763303,167
wikidata,Q5763303,167
billing-authority,E5041,167
addressbase-custodian,5510,167
statistical-geography,E09000017,167
local-authority-eng,HIN,168
local-authority-eng,Q73072654,168
local-authority,HIN,168
local-authority,E07000132,168
local-authority,Q73072654,168
wikidata,Q73072654,168
billing-authority,E2434,168
addressbase-custodian,2420,168
statistical-geography,E07000132,168
local-authority-eng,HMF,169
local-authority-eng,Q5645758,169
local-authority,HMF,169
local-authority,E09000013,169
local-authority,Q5645758,169
wikidata,Q5645758,169
billing-authority,E5014,169
addressbase-custodian,5390,169
statistical-geography,E09000013,169
local-authority-eng,HNS,170
local-authority-eng,Q5913301,170
local-authority,HNS,170
local-authority,E09000018,170
local-authority,Q5913301,170
wikidata,Q5913301,170
billing-authority,E5042,170
esd-inventories,1446,170
addressbase-custodian,5540,170
statistical-geography,E09000018,170
local-authority-eng,HOR,171
local-authority-eng,Q73072656,171
local-authority,HOR,171
local-authority,E07000227,171
local-authority,Q73072656,171
wikidata,Q73072656,171
billing-authority,E3835,171
esd-inventories,1475,171
addressbase-custodian,3825,171
statistical-geography,E07000227,171
local-authority-eng,HPL,172
local-authority-eng,Q16993720,172
local-authority,HPL,172
local-authority,E06000001,172
local-authority,Q16993720,172
wikidata,Q16993720,172
billing-authority,E0701,172
addressbase-custodian,724,172
statistical-geography,E06000001,172
local-authority-eng,HRT,173
local-authority-eng,Q5744765,173
local-authority,HRT,173
local-authority,E10000015,173
local-authority,Q5744765,173
wikidata,Q5744765,173
billing-authority,E1920,173
statistical-geography,E10000015,173
local-authority-eng,HRW,174
local-authority-eng,Q5666565,174
local-authority,HRW,174
local-authority,E09000015,174
local-authority,Q5666565,174
wikidata,Q5666565,174
billing-authority,E5039,174
addressbase-custodian,5450,174
statistical-geography,E09000015,174
local-authority-eng,HRY,175
local-authority-eng,Q5657624,175
local-authority,HRY,175
local-authority,E09000014,175
local-authority,Q5657624,175
wikidata,Q5657624,175
billing-authority,E5038,175
addressbase-custodian,5420,175
statistical-geography,E09000014,175
local-authority-eng,HUN,176
local-authority-eng,Q73072657,176
local-authority,HUN,176
local-authority,E07000011,176
local-authority,Q73072657,176
wikidata,Q73072657,176
billing-authority,E0551,176
addressbase-custodian,520,176
statistical-geography,E07000011,176
local-authority-eng,HYN,177
local-authority-eng,Q65089006,177
local-authority,HYN,177
local-authority,E07000120,177
local-authority,Q65089006,177
wikidata,Q65089006,177
billing-authority,E2336,177
addressbase-custodian,2330,177
statistical-geography,E07000120,177
local-authority-eng,IOS,178
local-authority-eng,Q28195166,178
local-authority,IOS,178
local-authority,E06000053,178
local-authority,Q28195166,178
wikidata,Q28195166,178
billing-authority,E4001,178
addressbase-custodian,835,178
statistical-geography,E06000053,178
local-authority-eng,IOW,179
local-authority-eng,Q6084095,179
local-authority,IOW,179
local-authority,E06000046,179
local-authority,Q6084095,179
wikidata,Q6084095,179
billing-authority,E2101,179
addressbase-custodian,2114,179
statistical-geography,E06000046,179
local-authority-eng,IPS,180
local-authority-eng,Q16191496,180
local-authority,IPS,180
local-authority,E07000202,180
local-authority,Q16191496,180
wikidata,Q16191496,180
billing-authority,E3533,180
addressbase-custodian,3515,180
statistical-geography,E07000202,180
local-authority-eng,ISL,181
local-authority-eng,Q6084379,181
local-authority,ISL,181
local-authority,E09000019,181
local-authority,Q6084379,181
wikidata,Q6084379,181
billing-authority,E5015,181
addressbase-custodian,5570,181
statistical-geography,E09000019,181
local-authority-eng,KEC,182
local-authority,KEC,182
local-authority,E09000020,182
billing-authority,E5016,182
addressbase-custodian,5600,182
statistical-geography,E09000020,182
local-authority-eng,KEN,183
local-authority-eng,Q6386127,183
local-authority,KEN,183
local-authority,E10000016,183
local-authority,Q6386127,183
wikidata,Q6386127,183
billing-authority,E2221,183
statistical-geography,E10000016,183
local-authority-eng,KET,184
local-authority-eng,Q6395462,184
local-authority,KET,184
local-authority,E07000153,184
local-authority,Q6395462,184
wikidata,Q6395462,184
billing-authority,E2834,184
addressbase-custodian,2820,184
statistical-geography,E07000153,184
local-authority-eng,KHL,185
local-authority-eng,Q5935834,185
local-authority,KHL,185
local-authority,E06000010,185
local-authority,Q5935834,185
wikidata,Q5935834,185
billing-authority,E2002,185
addressbase-custodian,2004,185
statistical-geography,E06000010,185
local-authority-eng,KIN,186
local-authority-eng,Q73072537,186
local-authority,KIN,186
local-authority,E07000146,186
local-authority,Q73072537,186
wikidata,Q73072537,186
billing-authority,E2634,186
addressbase-custodian,2635,186
statistical-geography,E07000146,186
local-authority-eng,KIR,187
local-authority-eng,Q16995709,187
local-authority,KIR,187
local-authority,E08000034,187
local-authority,Q16995709,187
wikidata,Q16995709,187
billing-authority,E4703,187
addressbase-custodian,4715,187
statistical-geography,E08000034,187
local-authority-eng,KTT,188
local-authority-eng,Q6413671,188
local-authority,KTT,188
local-authority,E09000021,188
local-authority,Q6413671,188
wikidata,Q6413671,188
billing-authority,E5043,188
addressbase-custodian,5630,188
statistical-geography,E09000021,188
local-authority-eng,KWL,189
local-authority-eng,Q16995750,189
local-authority,KWL,189
local-authority,E08000011,189
local-authority,Q16995750,189
wikidata,Q16995750,189
billing-authority,E4301,189
addressbase-custodian,4305,189
statistical-geography,E08000011,189
local-authority-eng,LAC,190
local-authority-eng,Q73072658,190
local-authority,LAC,190
local-authority,E07000121,190
local-authority,Q73072658,190
wikidata,Q73072658,190
billing-authority,E2337,190
addressbase-custodian,2335,190
statistical-geography,E07000121,190
local-authority-eng,LAN,191
local-authority-eng,Q6386149,191
local-authority,LAN,191
local-authority,E10000017,191
local-authority,Q6386149,191
wikidata,Q6386149,191
billing-authority,E2321,191
statistical-geography,E10000017,191
local-authority-eng,LBH,192
local-authority-eng,Q6481450,192
local-authority,LBH,192
local-authority,E09000022,192
local-authority,Q6481450,192
wikidata,Q6481450,192
billing-authority,E5017,192
addressbase-custodian,5660,192
statistical-geography,E09000022,192
local-authority-eng,LCE,193
local-authority-eng,Q6519163,193
local-authority,LCE,193
local-authority,E06000016,193
local-authority,Q6519163,193
wikidata,Q6519163,193
billing-authority,E2401,193
addressbase-custodian,2465,193
statistical-geography,E06000016,193
local-authority-eng,LCR,194
local-authority-eng,Q16996746,194
local-authority,LCR,194
local-authority,E47000004,194
local-authority,Q16996746,194
wikidata,Q16996746,194
statistical-geography,E47000004,194
local-authority-eng,LDS,195
local-authority-eng,Q6515870,195
local-authority,LDS,195
local-authority,E08000035,195
local-authority,Q6515870,195
wikidata,Q6515870,195
billing-authority,E4704,195
esd-inventories,1269,195
addressbase-custodian,4720,195
statistical-geography,E08000035,195
local-authority-eng,LEC,196
local-authority-eng,Q6386198,196
local-authority,LEC,196
local-authority,E10000018,196
local-authority,Q6386198,196
wikidata,Q6386198,196
billing-authority,E2421,196
statistical-geography,E10000018,196
local-authority-eng,LEE,197
local-authority-eng,Q73072662,197
local-authority,LEE,197
local-authority,E07000063,197
local-authority,Q73072662,197
wikidata,Q73072662,197
billing-authority,E1435,197
addressbase-custodian,1425,197
statistical-geography,E07000063,197
local-authority-eng,LEW,198
local-authority-eng,Q6537320,198
local-authority,LEW,198
local-authority,E09000023,198
local-authority,Q6537320,198
wikidata,Q6537320,198
billing-authority,E5018,198
addressbase-custodian,5690,198
statistical-geography,E09000023,198
local-authority-eng,LIC,199
local-authority-eng,Q73072583,199
local-authority,LIC,199
local-authority,E07000138,199
local-authority,Q73072583,199
wikidata,Q73072583,199
billing-authority,E2533,199
addressbase-custodian,2515,199
statistical-geography,E07000138,199
local-authority-eng,LIF,200
local-authority-eng,Q6543271,200
local-authority,LIF,200
local-authority,E07000194,200
local-authority,Q6543271,200
wikidata,Q6543271,200
billing-authority,E3433,200
addressbase-custodian,3415,200
statistical-geography,E07000194,200
local-authority-eng,LIN,201
local-authority-eng,Q16996347,201
local-authority,LIN,201
local-authority,E10000019,201
local-authority,Q16996347,201
wikidata,Q16996347,201
billing-authority,E2520,201
statistical-geography,E10000019,201
local-authority-eng,LIV,202
local-authority-eng,Q6658351,202
local-authority,LIV,202
local-authority,E08000012,202
local-authority,Q6658351,202
wikidata,Q6658351,202
billing-authority,E4302,202
addressbase-custodian,4310,202
statistical-geography,E08000012,202
local-authority-eng,LND,203
local-authority-eng,Q1094147,203
local-authority,LND,203
local-authority,E09000001,203
local-authority,Q1094147,203
wikidata,Q1094147,203
billing-authority,E5010,203
addressbase-custodian,5030,203
statistical-geography,E09000001,203
local-authority-eng,LUT,204
local-authority-eng,Q16997109,204
local-authority,LUT,204
local-authority,E06000032,204
local-authority,Q16997109,204
wikidata,Q16997109,204
billing-authority,E0201,204
addressbase-custodian,230,204
statistical-geography,E06000032,204
local-authority-eng,MAI,205
local-authority-eng,Q16997208,205
local-authority,MAI,205
local-authority,E07000110,205
local-authority,Q16997208,205
wikidata,Q16997208,205
billing-authority,E2237,205
addressbase-custodian,2235,205
statistical-geography,E07000110,205
local-authority-eng,MAL,206
local-authority-eng,Q73072663,206
local-authority,MAL,206
local-authority,E07000074,206
local-authority,Q73072663,206
wikidata,Q73072663,206
billing-authority,E1539,206
addressbase-custodian,1545,206
statistical-geography,E07000074,206
local-authority-eng,MAN,207
local-authority-eng,Q2302252,207
local-authority,MAN,207
local-authority,E08000003,207
local-authority,Q2302252,207
wikidata,Q2302252,207
billing-authority,E4203,207
addressbase-custodian,4215,207
statistical-geography,E08000003,207
local-authority-eng,MAS,208
local-authority-eng,Q73072669,208
local-authority,MAS,208
local-authority,E07000174,208
local-authority,Q73072669,208
wikidata,Q73072669,208
billing-authority,E3035,208
addressbase-custodian,3025,208
statistical-geography,E07000174,208
local-authority-eng,MAV,209
local-authority-eng,Q73072667,209
local-authority,MAV,209
local-authority,E07000235,209
local-authority,Q73072667,209
wikidata,Q73072667,209
billing-authority,E1851,209
addressbase-custodian,1820,209
statistical-geography,E07000235,209
local-authority-eng,MDB,210
local-authority-eng,Q6841843,210
local-authority,MDB,210
local-authority,E06000002,210
local-authority,Q6841843,210
wikidata,Q6841843,210
billing-authority,E0702,210
addressbase-custodian,734,210
statistical-geography,E06000002,210
local-authority-eng,MDE,211
local-authority-eng,Q73072676,211
local-authority,MDE,211
local-authority,E07000042,211
local-authority,Q73072676,211
wikidata,Q73072676,211
billing-authority,E1133,211
addressbase-custodian,1135,211
statistical-geography,E07000042,211
local-authority-eng,MDW,212
local-authority-eng,Q16997526,212
local-authority,MDW,212
local-authority,E06000035,212
local-authority,Q16997526,212
wikidata,Q16997526,212
billing-authority,E2201,212
addressbase-custodian,2280,212
statistical-geography,E06000035,212
local-authority-eng,MEL,213
local-authority-eng,Q73072672,213
local-authority,MEL,213
local-authority,E07000133,213
local-authority,Q73072672,213
wikidata,Q73072672,213
billing-authority,E2436,213
addressbase-custodian,2430,213
statistical-geography,E07000133,213
local-authority-eng,MEN,214
local-authority-eng,Q73072673,214
local-authority,MEN,214
local-authority,E07000187,214
local-authority,Q73072673,214
wikidata,Q73072673,214
billing-authority,E3331,214
addressbase-custodian,3305,214
statistical-geography,E07000187,214
local-authority-eng,MIK,215
local-authority-eng,Q16997843,215
local-authority,MIK,215
local-authority,E06000042,215
local-authority,Q16997843,215
wikidata,Q16997843,215
billing-authority,E0401,215
addressbase-custodian,435,215
statistical-geography,E06000042,215
local-authority-eng,MOL,216
local-authority-eng,Q73072681,216
local-authority,MOL,216
local-authority,E07000210,216
local-authority,Q73072681,216
wikidata,Q73072681,216
billing-authority,E3634,216
addressbase-custodian,3620,216
statistical-geography,E07000210,216
local-authority-eng,MRT,217
local-authority-eng,Q6820723,217
local-authority,MRT,217
local-authority,E09000024,217
local-authority,Q6820723,217
wikidata,Q6820723,217
billing-authority,E5044,217
addressbase-custodian,5720,217
statistical-geography,E09000024,217
local-authority-eng,MSS,218
local-authority-eng,Q73072679,218
local-authority,MSS,218
local-authority,E07000228,218
local-authority,Q73072679,218
wikidata,Q73072679,218
billing-authority,E3836,218
addressbase-custodian,3830,218
statistical-geography,E07000228,218
local-authority-eng,MSU,219
local-authority-eng,Q73072678,219
local-authority,MSU,219
local-authority,E07000203,219
local-authority,Q73072678,219
wikidata,Q73072678,219
billing-authority,E3534,219
addressbase-custodian,3520,219
statistical-geography,E07000203,219
local-authority-eng,NBL,220
local-authority-eng,Q6386521,220
local-authority,NBL,220
local-authority,E06000057,220
local-authority,Q6386521,220
wikidata,Q6386521,220
billing-authority,E2901,220
addressbase-custodian,2935,220
statistical-geography,E06000057,220
local-authority-eng,NDE,221
local-authority-eng,Q7055115,221
local-authority,NDE,221
local-authority,E07000043,221
local-authority,Q7055115,221
wikidata,Q7055115,221
billing-authority,E1134,221
addressbase-custodian,1115,221
statistical-geography,E07000043,221
local-authority-eng,NDO,222
local-authority-eng,Q73072691,222
local-authority,NDO,222
local-authority,E07000050,222
local-authority,Q73072691,222
wikidata,Q73072691,222
billing-authority,E1234,222
addressbase-custodian,1215,222
statistical-geography,E07000050,222
local-authority-eng,NEA,223
local-authority-eng,Q73072684,223
local-authority,NEA,223
local-authority,E07000175,223
local-authority,Q73072684,223
wikidata,Q73072684,223
billing-authority,E3036,223
addressbase-custodian,3030,223
statistical-geography,E07000175,223
local-authority-eng,NEC,224
local-authority-eng,Q73072687,224
local-authority,NEC,224
local-authority,E07000195,224
local-authority,Q73072687,224
wikidata,Q73072687,224
billing-authority,E3434,224
addressbase-custodian,3420,224
statistical-geography,E07000195,224
local-authority-eng,NECA,225
local-authority-eng,Q16986408,225
local-authority,NECA,225
local-authority,E47000010,225
local-authority,Q16986408,225
wikidata,Q16986408,225
statistical-geography,E47000010,225
local-authority-eng,NED,226
local-authority-eng,Q73072692,226
local-authority,NED,226
local-authority,E07000038,226
local-authority,Q73072692,226
wikidata,Q73072692,226
billing-authority,E1038,226
addressbase-custodian,1035,226
statistical-geography,E07000038,226
local-authority-eng,NEL,227
local-authority-eng,Q17016820,227
local-authority,NEL,227
local-authority,E06000012,227
local-authority,Q17016820,227
wikidata,Q17016820,227
billing-authority,E2003,227
addressbase-custodian,2002,227
statistical-geography,E06000012,227
local-authority-eng,NET,228
local-authority-eng,Q16998823,228
local-authority,NET,228
local-authority,E08000021,228
local-authority,Q16998823,228
wikidata,Q16998823,228
billing-authority,E4502,228
addressbase-custodian,4510,228
statistical-geography,E08000021,228
local-authority-eng,NEW,229
local-authority-eng,Q73072682,229
local-authority,NEW,229
local-authority,E07000091,229
local-authority,Q73072682,229
wikidata,Q73072682,229
billing-authority,E1738,229
addressbase-custodian,1740,229
statistical-geography,E07000091,229
local-authority-eng,NFK,230
local-authority-eng,Q6386227,230
local-authority,NFK,230
local-authority,E10000020,230
local-authority,Q6386227,230
wikidata,Q6386227,230
billing-authority,E2620,230
statistical-geography,E10000020,230
local-authority-eng,NGM,231
local-authority-eng,Q7063612,231
local-authority,NGM,231
local-authority,E06000018,231
local-authority,Q7063612,231
wikidata,Q7063612,231
billing-authority,E3001,231
addressbase-custodian,3060,231
statistical-geography,E06000018,231
local-authority-eng,NHE,232
local-authority-eng,Q7055592,232
local-authority,NHE,232
local-authority,E07000099,232
local-authority,Q7055592,232
wikidata,Q7055592,232
billing-authority,E1935,232
addressbase-custodian,1925,232
statistical-geography,E07000099,232
local-authority-eng,NKE,233
local-authority-eng,Q28401189,233
local-authority,NKE,233
local-authority,E07000139,233
local-authority,Q28401189,233
wikidata,Q28401189,233
billing-authority,E2534,233
addressbase-custodian,2520,233
statistical-geography,E07000139,233
local-authority-eng,NLN,234
local-authority-eng,Q17016863,234
local-authority,NLN,234
local-authority,E06000013,234
local-authority,Q17016863,234
wikidata,Q17016863,234
billing-authority,E2004,234
addressbase-custodian,2003,234
statistical-geography,E06000013,234
local-authority-eng,NNO,235
local-authority-eng,Q73072695,235
local-authority,NNO,235
local-authority,E07000147,235
local-authority,Q73072695,235
wikidata,Q73072695,235
billing-authority,E2635,235
addressbase-custodian,2620,235
statistical-geography,E07000147,235
local-authority-eng,NOR,236
local-authority-eng,Q73072702,236
local-authority,NOR,236
local-authority,E07000154,236
local-authority,Q73072702,236
wikidata,Q73072702,236
billing-authority,E2835,236
addressbase-custodian,2825,236
statistical-geography,E07000154,236
local-authority-eng,NOW,237
local-authority-eng,Q17012769,237
local-authority,NOW,237
local-authority,E07000148,237
local-authority,Q17012769,237
wikidata,Q17012769,237
billing-authority,E2636,237
addressbase-custodian,2625,237
statistical-geography,E07000148,237
local-authority-eng,NSM,238
local-authority-eng,Q17016922,238
local-authority,NSM,238
local-authority,E06000024,238
local-authority,Q17016922,238
wikidata,Q17016922,238
billing-authority,E0104,238
esd-inventories,1536,238
addressbase-custodian,121,238
statistical-geography,E06000024,238
local-authority-eng,NTCA,239
local-authority-eng,Q55136954,239
local-authority,NTCA,239
local-authority,E47000011,239
local-authority,Q55136954,239
wikidata,Q55136954,239
statistical-geography,E47000011,239
local-authority-eng,NTH,240
local-authority-eng,Q14942414,240
local-authority,NTH,240
local-authority,E10000021,240
local-authority,Q14942414,240
wikidata,Q14942414,240
billing-authority,E2820,240
statistical-geography,E10000021,240
local-authority-eng,NTT,241
local-authority-eng,Q16934215,241
local-authority,NTT,241
local-authority,E10000024,241
local-authority,Q16934215,241
wikidata,Q16934215,241
billing-authority,E3021,241
statistical-geography,E10000024,241
local-authority-eng,NTY,242
local-authority-eng,Q17017005,242
local-authority,NTY,242
local-authority,E08000022,242
local-authority,Q17017005,242
wikidata,Q17017005,242
billing-authority,E4503,242
addressbase-custodian,4515,242
statistical-geography,E08000022,242
local-authority-eng,NUN,243
local-authority-eng,Q73072703,243
local-authority,NUN,243
local-authority,E07000219,243
local-authority,Q73072703,243
wikidata,Q73072703,243
billing-authority,E3732,243
addressbase-custodian,3710,243
statistical-geography,E07000219,243
local-authority-eng,NWA,244
local-authority-eng,Q73072698,244
local-authority,NWA,244
local-authority,E07000218,244
local-authority,Q73072698,244
wikidata,Q73072698,244
billing-authority,E3731,244
addressbase-custodian,3705,244
statistical-geography,E07000218,244
local-authority-eng,NWL,245
local-authority-eng,Q73072699,245
local-authority,NWL,245
local-authority,E07000134,245
local-authority,Q73072699,245
wikidata,Q73072699,245
billing-authority,E2437,245
addressbase-custodian,2435,245
statistical-geography,E07000134,245
local-authority-eng,NWM,246
local-authority-eng,Q7018141,246
local-authority,NWM,246
local-authority,E09000025,246
local-authority,Q7018141,246
wikidata,Q7018141,246
billing-authority,E5045,246
addressbase-custodian,5750,246
statistical-geography,E09000025,246
local-authority-eng,NYK,247
local-authority-eng,Q17017103,247
local-authority,NYK,247
local-authority,E10000023,247
local-authority,Q17017103,247
wikidata,Q17017103,247
billing-authority,E2721,247
statistical-geography,E10000023,247
local-authority-eng,OAD,248
local-authority-eng,Q73072704,248
local-authority,OAD,248
local-authority,E07000135,248
local-authority,Q73072704,248
wikidata,Q73072704,248
billing-authority,E2438,248
addressbase-custodian,2440,248
statistical-geography,E07000135,248
local-authority-eng,OLD,249
local-authority-eng,Q17017730,249
local-authority,OLD,249
local-authority,E08000004,249
local-authority,Q17017730,249
wikidata,Q17017730,249
billing-authority,E4204,249
addressbase-custodian,4220,249
statistical-geography,E08000004,249
local-authority-eng,OXF,250
local-authority-eng,Q6386253,250
local-authority,OXF,250
local-authority,E10000025,250
local-authority,Q6386253,250
wikidata,Q6386253,250
billing-authority,E3120,250
statistical-geography,E10000025,250
local-authority-eng,OXO,251
local-authority-eng,Q7115277,251
local-authority,OXO,251
local-authority,E07000178,251
local-authority,Q7115277,251
wikidata,Q7115277,251
billing-authority,E3132,251
addressbase-custodian,3110,251
statistical-geography,E07000178,251
local-authority-eng,PEN,252
local-authority-eng,Q7162423,252
local-authority,PEN,252
local-authority,E07000122,252
local-authority,Q7162423,252
wikidata,Q7162423,252
billing-authority,E2338,252
addressbase-custodian,2340,252
statistical-geography,E07000122,252
local-authority-eng,PLY,253
local-authority-eng,Q7205775,253
local-authority,PLY,253
local-authority,E06000026,253
local-authority,Q7205775,253
wikidata,Q7205775,253
billing-authority,E1101,253
addressbase-custodian,1160,253
statistical-geography,E06000026,253
local-authority-eng,POL,254
local-authority-eng,Q7228609,254
local-authority,POL,254
local-authority,E06000029,254
local-authority,Q7228609,254
wikidata,Q7228609,254
billing-authority,E1201,254
addressbase-custodian,1255,254
statistical-geography,E06000029,254
local-authority-eng,POR,255
local-authority-eng,Q17104656,255
local-authority,POR,255
local-authority,E06000044,255
local-authority,Q17104656,255
wikidata,Q17104656,255
billing-authority,E1701,255
addressbase-custodian,1775,255
statistical-geography,E06000044,255
local-authority-eng,PRE,256
local-authority-eng,Q65089357,256
local-authority,PRE,256
local-authority,E07000123,256
local-authority,Q65089357,256
wikidata,Q65089357,256
billing-authority,E2339,256
addressbase-custodian,2345,256
statistical-geography,E07000123,256
local-authority-eng,PTE,257
local-authority-eng,Q6664413,257
