prefix,reference,entity
billing-authority,E5021,376
addressbase-custodian,5960,376
statistical-geography,E09000032,376
local-authority-eng,Q6391507,377
local-authority,Q6391507,377
wikidata,Q6391507,377
local-authority-eng,WNM,377
local-authority,WNM,377
local-authority,E06000040,377
billing-authority,E0305,377
addressbase-custodian,355,377
statistical-geography,E06000040,377
local-authority-eng,WOC,378
local-authority-eng,Q73072848,378
local-authority,WOC,378
local-authority,E07000237,378
local-authority,Q73072848,378
wikidata,Q73072848,378
billing-authority,E1837,378
addressbase-custodian,1835,378
statistical-geography,E07000237,378
local-authority-eng,WOI,379
local-authority-eng,Q73072846,379
local-authority,WOI,379
local-authority,E07000217,379
local-authority,Q73072846,379
wikidata,Q73072846,379
billing-authority,E3641,379
esd-inventories,1454,379
addressbase-custodian,3655,379
statistical-geography,E07000217,379
local-authority-eng,WOK,380
local-authority-eng,Q17039435,380
local-authority,WOK,380
local-authority,E06000041,380
local-authority,Q17039435,380
wikidata,Q17039435,380
billing-authority,E0306,380
addressbase-custodian,360,380
statistical-geography,E06000041,380
local-authority-eng,WOR,381
local-authority-eng,Q8034245,381
local-authority,WOR,381
local-authority,E10000034,381
local-authority,Q8034245,381
wikidata,Q8034245,381
billing-authority,E1821,381
statistical-geography,E10000034,381
local-authority-eng,WOT,382
local-authority-eng,Q55098923,382
local-authority,WOT,382
local-authority,E07000229,382
local-authority,Q55098923,382
wikidata,Q55098923,382
billing-authority,E3837,382
addressbase-custodian,3835,382
statistical-geography,E07000229,382
local-authority-eng,WOX,383
local-authority-eng,Q73072833,383
local-authority,WOX,383
local-authority,E07000181,383
local-authority,Q73072833,383
wikidata,Q73072833,383
billing-authority,E3135,383
addressbase-custodian,3125,383
statistical-geography,E07000181,383
local-authority-eng,WRL,384
local-authority-eng,Q17038877,384
local-authority,WRL,384
local-authority,E08000015,384
local-authority,Q17038877,384
wikidata,Q17038877,384
billing-authority,E4305,384
addressbase-custodian,4325,384
statistical-geography,E08000015,384
local-authority-eng,WRT,385
local-authority-eng,Q17033474,385
local-authority,WRT,385
local-authority,E06000007,385
local-authority,Q17033474,385
wikidata,Q17033474,385
billing-authority,E0602,385
addressbase-custodian,655,385
statistical-geography,E06000007,385
local-authority-eng,WSK,386
local-authority-eng,Q73072837,386
local-authority,WSK,386
local-authority,E07000245,386
local-authority,Q73072837,386
wikidata,Q73072837,386
statistical-geography,E07000245,386
local-authority-eng,WSM,387
local-authority-eng,Q7989145,387
local-authority,WSM,387
local-authority,E09000033,387
local-authority,Q7989145,387
wikidata,Q7989145,387
billing-authority,E5022,387
addressbase-custodian,5990,387
statistical-geography,E09000033,387
local-authority-eng,WSO,388
local-authority-eng,Q73072834,388
local-authority,WSO,388
local-authority,E07000191,388
local-authority,Q73072834,388
wikidata,Q73072834,388
billing-authority,E3335,388
addressbase-custodian,3320,388
statistical-geography,E07000191,388
local-authority-eng,WSX,389
local-authority-eng,Q6386353,389
local-authority,WSX,389
local-authority,E10000032,389
local-authority,Q6386353,389
wikidata,Q6386353,389
billing-authority,E3820,389
statistical-geography,E10000032,389
local-authority-eng,WYC,390
local-authority-eng,Q73072850,390
local-authority,WYC,390
local-authority,E07000238,390
local-authority,Q73072850,390
wikidata,Q73072850,390
billing-authority,E1838,390
addressbase-custodian,1840,390
statistical-geography,E07000238,390
local-authority-eng,WYCA,391
local-authority-eng,Q17035952,391
local-authority,WYCA,391
local-authority,E47000003,391
local-authority,Q17035952,391
wikidata,Q17035952,391
statistical-geography,E47000003,391
local-authority-eng,WYE,392
local-authority-eng,Q73072859,392
local-authority,WYE,392
local-authority,E07000239,392
local-authority,Q73072859,392
wikidata,Q73072859,392
billing-authority,E1839,392
addressbase-custodian,1845,392
statistical-geography,E07000239,392
local-authority-eng,WYO,393
local-authority-eng,Q65088676,393
local-authority,WYO,393
local-authority,E07000007,393
local-authority,Q65088676,393
wikidata,Q65088676,393
billing-authority,E0435,393
esd-inventories,1486,393
addressbase-custodian,425,393
statistical-geography,E07000007,393
local-authority-eng,WYR,394
local-authority-eng,Q73072856,394
local-authority,WYR,394
local-authority,E07000128,394
local-authority,Q73072856,394
wikidata,Q73072856,394
billing-authority,E2344,394
addressbase-custodian,2370,394
statistical-geography,E07000128,394
local-authority-eng,YOR,395
local-authority-eng,Q17059453,395
local-authority,YOR,395
local-authority,E06000014,395
local-authority,Q17059453,395
wikidata,Q17059453,395
billing-authority,E2701,395
addressbase-custodian,2741,395
statistical-geography,E06000014,395
national-park-authority,Q20198711,396
wikidata,Q20198711,396
billing-authority,E6410,396
statistical-geography,E26000010,396
national-park-authority,Q27159704,397
wikidata,Q27159704,397
billing-authority,E6403,397
statistical-geography,E26000003,397
national-park-authority,Q27178932,398
wikidata,Q27178932,398
billing-authority,E6407,398
statistical-geography,E26000008,398
national-park-authority,Q4972284,399
wikidata,Q4972284,399
billing-authority,E6408,399
statistical-geography,E26000007,399
national-park-authority,Q5225646,400
wikidata,Q5225646,400
billing-authority,E6401,400
statistical-geography,E26000001,400
national-park-authority,Q72617158,401
wikidata,Q72617158,401
billing-authority,E6409,401
statistical-geography,E26000009,401
national-park-authority,Q72617669,402
wikidata,Q72617669,402
billing-authority,E6404,402
statistical-geography,E26000005,402
national-park-authority,Q72617784,403
wikidata,Q72617784,403
billing-authority,E6402,403
statistical-geography,E26000002,403
national-park-authority,Q72617890,404
wikidata,Q72617890,404
billing-authority,E6405,404
statistical-geography,E26000004,404
national-park-authority,Q72617988,405
wikidata,Q72617988,405
billing-authority,E6406,405
statistical-geography,E26000006,405
public-authority,Q5533909,406
wikidata,Q5533909,406
company,OC359627,406
regional-park-authority,Q6515400,407
wikidata,Q6515400,407
billing-authority,E6803,407
transport-authority,Q25171369,408
wikidata,Q25171369,408
public-transport-exectutive,Q25171369,408
transport-authority,Q6820591,409
wikidata,Q6820591,409
billing-authority,E6343,409
public-transport-exectutive,Q6820591,409
transport-authority,Q682520,410
wikidata,Q682520,410
public-transport-exectutive,Q682520,410
transport-authority,Q7569004,411
wikidata,Q7569004,411
billing-authority,E6344,411
public-transport-exectutive,Q7569004,411
transport-authority,Q7834921,412
wikidata,Q7834921,412
public-transport-exectutive,Q7834921,412
transport-authority,Q7860508,413
wikidata,Q7860508,413
billing-authority,E6345,413
public-transport-exectutive,Q7860508,413
transport-authority,Q7985947,414
wikidata,Q7985947,414
billing-authority,E6346,414
public-transport-exectutive,Q7985947,414
transport-authority,Q7987043,415
wikidata,Q7987043,415
billing-authority,E6347,415
public-transport-exectutive,Q7987043,415
waste-authority,Q20711950,416
wikidata,Q20711950,416
billing-authority,E6201,416
waste-authority,Q20713477,417
wikidata,Q20713477,417
billing-authority,E6205,417
waste-authority,Q21921612,418
wikidata,Q21921612,418
billing-authority,E6207,418
waste-authority,Q21935501,419
wikidata,Q21935501,419
billing-authority,E6206,419
waste-authority,Q5600652,420
wikidata,Q5600652,420
billing-authority,E6202,420
local-authority-eng,NNUA,501908
local-authority-eng,Q60790121,501908
local-authority,NNUA,501908
local-authority,E06000061,501908
local-authority,Q60790121,501908
wikidata,Q60790121,501908
statistical-geography,E06000061,501908
local-authority-eng,WNUA,501909
local-authority-eng,Q60790129,501909
local-authority,WNUA,501909
local-authority,E06000062,501909
local-authority,Q60790129,501909
wikidata,Q60790129,501909
statistical-geography,E06000062,501909
government-organisation,PB202,501910
government-organisation,Q1699627,501910
wikidata,Q1699627,501910
government-organisation,D1342,600001
government-organisation,D7,600002
government-organisation,Q3044721,600002
wikidata,Q3044721,600002
development-corporation,Q105544651,600003
wikidata,Q105544651,600003
development-corporation,Q105544654,600004
wikidata,Q105544654,600004
development-corporation,Q5061392,600005
wikidata,Q5061392,600005
development-corporation,Q3258953,600006
wikidata,Q3258953,600006
development-corporation,Q105544669,600007
wikidata,Q105544669,600007
nonprofit,Q180,600008
wikidata,Q180,600008
local-authority,Q4829191,8700000
wikidata,Q4829191,8700000
wikidata,Q105544736,8700001
local-authority,Q111232446,8700002
wikidata,Q111232446,8700002
local-authority,Q111232469,8700003
wikidata,Q111232469,8700003
wikidata,Q54817549,15300000
local-authority-type,COMB,8800000
local-authority-type,SRA,8800001
local-authority-type,CC,8800002
local-authority-type,UA,8800003
local-authority-type,MD,8800004
local-authority-type,NMD,8800005
local-authority-type,LBO,8800006
local-authority-type,CTY,8800007
government-organisation,EA199,600009
local-authority,CUA,10000
local-authority,WFUA,10001
local-authority,NYUA,10003
local-authority,SUA,10004
