resource,addressbase-custodian,billing-authority,census-area,combined-authority,end-date,entry-date,esd-inventory,local-authority-type,local-resilience-forum,name,official-name,opendatacommunities-area,opendatacommunities-organisation,organisation,region,shielding-hub,start-date,statistical-geography,twitter,website,wikidata,wikipedia
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Armed Forces' Pay Review Body,,,,government-organisation:PB394,,,,,,https://www.gov.uk/government/organisations/armed-forces-pay-review-body,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Advisory Group on Military Medicine,,,,government-organisation:PB393,,,,,,https://www.gov.uk/government/organisations/advisory-group-on-military-medicine,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Advisory Committee on Conscientious Objectors,,,,government-organisation:PB392,,,,,,https://www.gov.uk/government/organisations/advisory-committee-on-conscientious-objectors,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Heritage Lottery Fund (administered by the NHMF),,,,government-organisation:PC390,,,,,,https://www.gov.uk/government/organisations/heritage-lottery-fund,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Historic Royal Palaces,,,,government-organisation:PC389,,,,,,https://www.gov.uk/government/organisations/historic-royal-palaces,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,BBC,,,,government-organisation:PC388,,,,,,https://www.gov.uk/government/organisations/bbc,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,S4C,,,,government-organisation:PC387,,,,,,https://www.gov.uk/government/organisations/s4c,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Channel 4,,,,government-organisation:PC386,,,,,,https://www.gov.uk/government/organisations/channel-4,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Ofcom,,,,government-organisation:OT385,,,,,,https://www.gov.uk/government/organisations/ofcom,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Treasure Valuation Committee,,,,government-organisation:PB383,,,,,,https://www.gov.uk/government/organisations/treasure-valuation-committee,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,The Reviewing Committee on the Export of Works of Art and Objects of Cultural Interest,,,,government-organisation:PB382,,,,,,https://www.gov.uk/government/organisations/the-reviewing-committee-on-the-export-of-works-of-art-and-objects-of-cultural-interest,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,The Theatres Trust,,,,government-organisation:PB380,,,,,,https://www.gov.uk/government/organisations/the-theatres-trust,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Victoria and Albert Museum,,,,government-organisation:PB378,,,,,,https://www.gov.uk/government/organisations/victoria-and-albert-museum,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,UK Anti-Doping,,,,government-organisation:PB377,,,,,,https://www.gov.uk/government/organisations/uk-anti-doping,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,VisitEngland,,,,government-organisation:PB376,,,,,,https://www.gov.uk/government/organisations/visitengland,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Valuation Tribunal Service,,,,government-organisation:PB375,,,,,,https://www.gov.uk/government/organisations/valuation-tribunal-service-for-england-valuation-tribunal-service,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2013-02-28,2017-04-25,,,,London Thames Gateway Development Corporation,,,,government-organisation:PB374,,,,,,https://www.gov.uk/government/organisations/london-thames-gateway-development-corporation,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Leasehold Advisory Service,,,,government-organisation:PB373,,,,,,https://www.gov.uk/government/organisations/leasehold-advisory-service,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Housing Ombudsman,,,,government-organisation:PB372,,,,,,https://www.gov.uk/government/organisations/housing-ombudsman,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Senior Salaries Review Body,,,,government-organisation:PB368,,,,,,https://www.gov.uk/government/organisations/review-body-on-senior-salaries,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Security Vetting Appeals Panel,,,,government-organisation:PB367,,,,,,https://www.gov.uk/government/organisations/security-vetting-appeals-panel,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Civil Service Commission,,,,government-organisation:PB366,,,,,,https://www.gov.uk/government/organisations/civil-service-commission,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2014-04-01,2017-04-25,,,,Government Procurement Service,,,,government-organisation:EA365,,,,,,https://www.gov.uk/government/organisations/government-procurement-service,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,UK Green Investment Bank,,,,government-organisation:OT360,,,,,,https://www.gov.uk/government/organisations/uk-green-investment-bank,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Land Registration Rule Committee,,,,government-organisation:PB358,,,,,,https://www.gov.uk/government/organisations/land-registration-rule-committee,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Export Guarantees Advisory Council,,,,government-organisation:PB357,,,,,,https://www.gov.uk/government/organisations/export-guarantees-advisory-council,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2014-04-01,2017-04-25,,,,Consumer Futures,,,,government-organisation:PB356,,,,,,https://www.gov.uk/government/organisations/consumer-focus,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Copyright Tribunal,,,,government-organisation:PB355,,,,,,https://www.gov.uk/government/organisations/copyright-tribunal,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Regulatory Policy Committee,,,,government-organisation:PB354,,,,,,https://www.gov.uk/government/organisations/regulatory-policy-committee,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2014-04-01,2017-04-25,,,,Competition Commission,,,,government-organisation:PB353,,,,,,https://www.gov.uk/government/organisations/competition-commission,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2014-04-01,2017-04-25,,,,Office of Fair Trading,,,,government-organisation:D352,,,,,,https://www.gov.uk/government/organisations/office-of-fair-trading,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Remploy Ltd,,,,government-organisation:PB350,,,,,,https://www.gov.uk/government/organisations/remploy-ltd,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2015-06-30,2017-04-25,,,,Independent Living Fund,,,,government-organisation:PB349,,,,,,https://www.gov.uk/government/organisations/independent-living-fund,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Pension Protection Fund,,,,government-organisation:PB348,,,,,,https://www.gov.uk/government/organisations/pension-protection-fund,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,HM Crown Prosecution Service Inspectorate,,,,government-organisation:OT347,,,,,,https://www.gov.uk/government/organisations/hm-crown-prosecution-service-inspectorate,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2015-03-31,2017-04-25,,,,Audit Commission,,,,government-organisation:PC343,,,,,,https://www.gov.uk/government/organisations/audit-commission,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Privy Council Office,,,,government-organisation:OT342,,,,,,https://www.gov.uk/government/organisations/privy-council-office,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,House of Lords Appointments Commission,,,,government-organisation:IM341,,,,,,https://www.gov.uk/government/organisations/house-of-lords-appointments-commission,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Boundary Commission for England,,,,government-organisation:PB337,,,,,,https://www.gov.uk/government/organisations/boundary-commission-for-england,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Advisory Committee on Business Appointments,,,,government-organisation:PB336,,,,,,https://www.gov.uk/government/organisations/advisory-committee-on-business-appointments,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Independent Commission for Aid Impact,,,,government-organisation:IM335,,,,,,https://www.gov.uk/government/organisations/independent-commission-for-aid-impact,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Judicial Appointments and Conduct Ombudsman,,,,government-organisation:IM333,,,,,,https://www.gov.uk/government/organisations/judicial-appointments-and-conduct-ombudsman,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Legal Services Board,,,,government-organisation:IM332,,,,,,https://www.gov.uk/government/organisations/legal-services-board,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,The Legal Ombudsman,,,,government-organisation:IM329,,,,,,https://www.gov.uk/government/organisations/the-legal-ombudsman,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Official Solicitor and Public Trustee,,,,government-organisation:OT328,,,,,,https://www.gov.uk/government/organisations/official-solicitor-and-public-trustee,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Prisons and Probation Ombudsman,,,,government-organisation:IM327,,,,,,https://www.gov.uk/government/organisations/prisons-and-probation-ombudsman,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Victims' Commissioner,,,,government-organisation:PB326,,,,,,https://www.gov.uk/government/organisations/victims-commissioner,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,HM Inspectorate of Probation,,,,government-organisation:IM325,,,,,,https://www.gov.uk/government/organisations/hm-inspectorate-of-probation,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,HM Inspectorate of Prisons,,,,government-organisation:IM324,,,,,,https://www.gov.uk/government/organisations/hm-inspectorate-of-prisons,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,HM Prison Service,,,,government-organisation:EA321,,,,,,https://www.gov.uk/government/organisations/hm-prison-service,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Criminal Cases Review Commission,,,,government-organisation:IM320,,,,,,https://www.gov.uk/government/organisations/criminal-cases-review-commission,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Competition Service,,,,government-organisation:PB318,,,,,,https://www.gov.uk/government/organisations/competition-service,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Biotechnology and Biological Sciences Research Council,,,,government-organisation:PB317,,,,,,https://www.gov.uk/government/organisations/biotechnology-biological-sciences-research-council,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Westminster Foundation for Democracy,,,,government-organisation:OT316,,,,,,https://www.gov.uk/government/organisations/westminster-foundation-for-democracy,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Marshall Aid Commemoration Commission,,,,government-organisation:OT315,,,,,,https://www.gov.uk/government/organisations/marshall-aid-commemoration-commission,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,British Council,,,,government-organisation:OT313,,,,,,https://www.gov.uk/government/organisations/british-council,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Fleet Air Arm Museum,,,,government-organisation:PB311,,,,,,https://www.gov.uk/government/organisations/fleet-air-arm-museum,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Royal Marines Museum,,,,government-organisation:PB310,,,,,,https://www.gov.uk/government/organisations/royal-marines-museum,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Royal Air Force Museum,,,,government-organisation:PB308,,,,,,https://www.gov.uk/government/organisations/royal-air-force-museum,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,National Army Museum,,,,government-organisation:PB307,,,,,,https://www.gov.uk/government/organisations/national-army-museum,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Government Communications Headquarters,,,,government-organisation:OT306,,,,,,https://www.gov.uk/government/organisations/government-communications-headquarters,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Secret Intelligence Service,,,,government-organisation:OT305,,,,,,https://www.gov.uk/government/organisations/secret-intelligence-service,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,The Security Service,,,,government-organisation:OT304,,,,,,https://www.gov.uk/government/organisations/the-security-service-mi5,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Office for National Statistics,,,,government-organisation:D303,,,,,,https://www.gov.uk/government/organisations/office-for-national-statistics,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Youth Justice Board for England and Wales,,,,government-organisation:PB302,,,,,,https://www.gov.uk/government/organisations/youth-justice-board-for-england-and-wales,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Parole Board,,,,government-organisation:PB301,,,,,,https://www.gov.uk/government/organisations/parole-board,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2013-04-01,2017-04-25,,,,Legal Services Commission,,,,government-organisation:PB300,,,,,,https://www.gov.uk/government/organisations/legal-services-commission,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Judicial Appointments Commission,,,,government-organisation:PB299,,,,,,https://www.gov.uk/government/organisations/judicial-appointments-commission,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Information Commissioner's Office,,,,government-organisation:PB298,,,,,,https://www.gov.uk/government/organisations/information-commissioner-s-office,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Criminal Injuries Compensation Authority,,,,government-organisation:PB297,,,,,,https://www.gov.uk/government/organisations/criminal-injuries-compensation-authority,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2013-07-24,2017-04-25,,,,Victims' Advisory Panel,,,,government-organisation:PB296,,,,,,https://www.gov.uk/government/organisations/victim-s-advisory-panel,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Sentencing Council for England and Wales,,,,government-organisation:PB295,,,,,,https://www.gov.uk/government/organisations/the-sentencing-council-for-england-and-wales,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Law Commission,,,,government-organisation:PB294,,,,,,https://www.gov.uk/government/organisations/law-commission,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Civil Justice Council,,,,government-organisation:PB293,,,,,,https://www.gov.uk/government/organisations/civil-justice-council,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Royal Museums Greenwich,,,,government-organisation:PB291,,,,,,https://www.gov.uk/government/organisations/royal-museums-greenwich,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,National Museum of the Royal Navy,,,,government-organisation:PB290,,,,,,https://www.gov.uk/government/organisations/royal-naval-museum,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Independent Chief Inspector of Borders and Immigration,,,,government-organisation:OT284,,,,,,https://www.gov.uk/government/organisations/independent-chief-inspector-of-borders-and-immigration,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Police Discipline Appeals Tribunal,,,,government-organisation:PB278,,,,,,https://www.gov.uk/government/organisations/police-discipline-appeals-tribunal,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Police Arbitration Tribunal,,,,government-organisation:PB277,,,,,,https://www.gov.uk/government/organisations/police-arbitration-tribunal,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,National DNA Database Ethics Group,,,,government-organisation:PB276,,,,,,https://www.gov.uk/government/organisations/national-dna-database-ethics-group,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Migration Advisory Committee,,,,government-organisation:PB275,,,,,,https://www.gov.uk/government/organisations/migration-advisory-committee,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Technical Advisory Board,,,,government-organisation:PB274,,,,,,https://www.gov.uk/government/organisations/technical-advisory-board,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Police Advisory Board for England and Wales,,,,government-organisation:PB273,,,,,,https://www.gov.uk/government/organisations/police-advisory-board-for-england-and-wales,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Advisory Council on the Misuse of Drugs,,,,government-organisation:PB271,,,,,,https://www.gov.uk/government/organisations/advisory-council-on-the-misuse-of-drugs,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Investigatory Powers Tribunal,,,,government-organisation:PB270,,,,,,https://www.gov.uk/government/organisations/investigatory-powers-tribunal,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Equality and Human Rights Commission,,,,government-organisation:OT269,,,,,,https://www.gov.uk/government/organisations/equality-and-human-rights-commission,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Office of Manpower Economics,,,,government-organisation:PB266,,,,,,https://www.gov.uk/government/organisations/office-of-manpower-economics,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2013-10-07,2017-04-25,,,,Serious Organised Crime Agency,,,,government-organisation:PB265,,,,,,https://www.gov.uk/government/organisations/serious-organised-crime-agency,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Security Industry Authority,,,,government-organisation:PB264,,,,,,https://www.gov.uk/government/organisations/security-industry-authority,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Office of the Immigration Services Commissioner,,,,government-organisation:PB263,,,,,,https://www.gov.uk/government/organisations/office-of-the-immigration-services-commissioner,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Office of Tax Simplification,,,,government-organisation:OT261,,,,,,https://www.gov.uk/government/organisations/office-of-tax-simplification,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Office for Budget Responsibility,,,,government-organisation:PB260,,,,,,https://www.gov.uk/government/organisations/office-for-budget-responsibility,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,UK Financial Investments Limited,,,,government-organisation:PC259,,,,,,https://www.gov.uk/government/organisations/uk-financial-investments-limited,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Foreign Compensation Commission,,,,government-organisation:PB257,,,,,,https://www.gov.uk/government/organisations/foreign-compensation-commission,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2016-04-01,2017-04-25,,,,Monitor,,,,government-organisation:PB255,,,,,,https://www.gov.uk/government/organisations/monitor,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Human Tissue Authority,,,,government-organisation:PB254,,,,,,https://www.gov.uk/government/organisations/human-tissue-authority,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Human Fertilisation and Embryology Authority,,,,government-organisation:PB253,,,,,,https://www.gov.uk/government/organisations/human-fertilisation-and-embryology-authority,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Care Quality Commission,,,,government-organisation:PB251,,,,,,https://www.gov.uk/government/organisations/care-quality-commission,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Rail Accident Investigation Branch,,,,government-organisation:OT249,,,,,,https://www.gov.uk/government/organisations/rail-accident-investigation-branch,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Air Accidents Investigation Branch,,,,government-organisation:OT248,,,,,,https://www.gov.uk/government/organisations/air-accidents-investigation-branch,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Disabled Persons Transport Advisory Committee,,,,government-organisation:PB247,,,,,,https://www.gov.uk/government/organisations/disabled-persons-transport-advisory-committee,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,The Children and Family Court Advisory and Support Service,,,,government-organisation:PB246,,,,,,https://www.gov.uk/government/organisations/children-and-family-court-advisory-and-support-service,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Standards and Testing Agency,,,,government-organisation:EA243,,,,,,https://www.gov.uk/government/organisations/standards-and-testing-agency,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Education Funding Agency,,,,government-organisation:EA242,,,,,,https://www.gov.uk/government/organisations/education-funding-agency,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,UK Export Finance,,,,government-organisation:D241,,,,,,https://www.gov.uk/government/organisations/uk-export-finance,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,The Water Services Regulation Authority,,,,government-organisation:D240,,,,,,https://www.gov.uk/government/organisations/the-water-services-regulation-authority,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,National Employment Savings Trust (NEST) Corporation,,,,government-organisation:OT237,,,,,,https://www.gov.uk/government/organisations/national-employment-savings-trust,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Pensions Ombudsman,,,,government-organisation:PB236,,,,,,https://www.gov.uk/government/organisations/pensions-ombudsman,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Pension Protection Fund Ombudsman,,,,government-organisation:PB235,,,,,,https://www.gov.uk/government/organisations/pension-protection-fund-ombudsman,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,The Pensions Regulator,,,,government-organisation:PB234,,,,,,https://www.gov.uk/government/organisations/the-pensions-regulator,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,The Pensions Advisory Service,,,,government-organisation:PB233,,,,,,https://www.gov.uk/government/organisations/the-pensions-advisory-service,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Social Security Advisory Committee,,,,government-organisation:PB232,,,,,,https://www.gov.uk/government/organisations/social-security-advisory-committee,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Industrial Injuries Advisory Council,,,,government-organisation:PB231,,,,,,https://www.gov.uk/government/organisations/industrial-injuries-advisory-council,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Equality 2025,,,,government-organisation:PB230,,,,,,https://www.gov.uk/government/organisations/equality-2025,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Commonwealth Scholarship Commission in the UK,,,,government-organisation:PB226,,,,,,https://www.gov.uk/government/organisations/commonwealth-scholarship-commission-in-the-uk,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,North York Moors National Park Authority,,,,government-organisation:OT223,,,,,,https://www.gov.uk/government/organisations/north-york-moors-national-park,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,New Forest National Park Authority,,,,government-organisation:OT222,,,,,,https://www.gov.uk/government/organisations/new-forest-national-park-authority,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Lake District National Park Authority,,,,government-organisation:OT220,,,,,,https://www.gov.uk/government/organisations/lake-district-national-park-authority,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Exmoor National Park Authority,,,,government-organisation:OT219,,,,,,https://www.gov.uk/government/organisations/exmoor-national-park-authority,,
