resource,addressbase-custodian,billing-authority,census-area,combined-authority,end-date,entry-date,esd-inventory,local-authority-type,local-resilience-forum,name,opendatacommunities-area,opendatacommunities-organisation,organisation,region,shielding-hub,start-date,statistical-geography,twitter,website,wikidata
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,LBO,,Merton,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,LBO,,Lewisham,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,LBO,,Lambeth,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,LBO,,Kingston upon Thames,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,LBO,,Kensington and Chelsea,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,LBO,,Islington,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,LBO,,Haringey,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,LBO,,Harrow,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,LBO,,Hounslow,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,LBO,,Hammersmith and Fulham,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,LBO,,Hillingdon,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,LBO,,Hackney,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,LBO,,Havering,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,LBO,,Greenwich,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,LBO,,Enfield,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,LBO,,Ealing,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,LBO,,Croydon,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,LBO,,Camden,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,LBO,,Bromley,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,LBO,,Barnet,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,LBO,,Bexley,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,LBO,,Brent,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,LBO,,Barking and Dagenham,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Wealden,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Rother,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Lewes,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Hastings,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Eastbourne,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,CTY,,East Sussex,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Uttlesford,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Tendring,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Rochford,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Maldon,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Harlow,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Epping Forest,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Colchester,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Chelmsford,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Castle Point,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Brentwood,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Braintree,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Basildon,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,CTY,,Essex,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,West Devon,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Torridge,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Teignbridge,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,South Hams,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,North Devon,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Mid Devon,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Exeter,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,East Devon,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,CTY,,Devon,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,South Derbyshire,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,North East Derbyshire,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,High Peak,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Erewash,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Derbyshire Dales,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Chesterfield,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Bolsover,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Amber Valley,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,CTY,,Derbyshire,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Derby,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,South Lakeland,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Eden,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Copeland,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Carlisle,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Barrow-in-Furness,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Allerdale,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,CTY,,Cumbria,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,South Cambridgeshire,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Huntingdonshire,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Fenland,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,East Cambridgeshire,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,NMD,,Cambridge,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,CTY,,Cambridgeshire,,,government-organisation:D4,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,York,,,government-organisation:D4,,,1905-06-18,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Warrington,,,government-organisation:D4,,,1905-06-20,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Wirral,,,government-organisation:D4,,,1974-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Wokingham,,,government-organisation:D4,,,1905-06-20,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Windsor and Maidenhead,,,government-organisation:D4,,,1905-06-20,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Wolverhampton,,,government-organisation:D4,,,1974-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Walsall,,,government-organisation:D4,,,1974-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Wakefield,,,government-organisation:D4,,,1974-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Wiltshire,,,government-organisation:D4,,,2009-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Wigan,,,government-organisation:D4,,,1974-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,West Berkshire,,,government-organisation:D4,,,1905-06-20,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Trafford,,,government-organisation:D4,,,1974-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Torbay,,,government-organisation:D4,,,1905-06-20,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Thurrock,,,government-organisation:D4,,,1905-06-20,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Telford and Wrekin,,,government-organisation:D4,,,1905-06-20,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Tameside,,,government-organisation:D4,,,1974-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Swindon,,,government-organisation:D4,,,1905-06-20,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,South Tyneside,,,government-organisation:D4,,,1974-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Stockton-on-Tees,,,government-organisation:D4,,,1905-06-18,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Southampton,,,government-organisation:D4,,,1905-06-19,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Stoke-on-Trent,,,government-organisation:D4,,,1905-06-20,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Southend-on-Sea,,,government-organisation:D4,,,1905-06-20,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Solihull,,,government-organisation:D4,,,1905-05-27,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Sunderland,,,government-organisation:D4,,,1905-05-27,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Slough,,,government-organisation:D4,,,1998-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Salford,,,government-organisation:D4,,,1905-05-27,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Stockport,,,government-organisation:D4,,,1905-05-27,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Shropshire,,,government-organisation:D4,,,2009-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,St. Helens,,,government-organisation:D4,,,1905-06-08,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Sheffield,,,government-organisation:D4,,,1905-06-08,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,South Gloucestershire,,,government-organisation:D4,,,1905-06-18,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Sefton,,,government-organisation:D4,,,1905-06-08,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Sandwell,,,government-organisation:D4,,,1905-06-07,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Rutland,,,government-organisation:D4,,,1997-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Rotherham,,,government-organisation:D4,,,1905-05-27,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Reading,,,government-organisation:D4,,,1905-05-27,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Rochdale,,,government-organisation:D4,,,1905-05-27,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Redcar and Cleveland,,,government-organisation:D4,,,1996-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Peterborough,,,government-organisation:D4,,,1905-06-20,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Portsmouth,,,government-organisation:D4,,,1905-06-20,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Plymouth,,,government-organisation:D4,,,1998-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Oldham,,,government-organisation:D4,,,1905-06-07,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,North Tyneside,,,government-organisation:D4,,,1974-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,North Somerset,,,government-organisation:D4,,,1996-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,North Lincolnshire,,,government-organisation:D4,,,1996-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Nottingham,,,government-organisation:D4,,,1905-06-20,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Newcastle upon Tyne,,,government-organisation:D4,,,1974-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,North East Lincolnshire,,,government-organisation:D4,,,1996-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Northumberland,,,government-organisation:D4,,,2009-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Milton Keynes,,,government-organisation:D4,,,1905-06-19,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Medway,,,government-organisation:D4,,,1998-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Middlesbrough,,,government-organisation:D4,,,1905-06-18,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Manchester,,,government-organisation:D4,,,1974-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Luton,,,government-organisation:D4,,,1905-06-19,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Liverpool,,,government-organisation:D4,,,1905-06-08,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Leeds,,,government-organisation:D4,,,1905-06-08,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Leicester,,,government-organisation:D4,,,1905-06-19,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Knowsley,,,government-organisation:D4,,,1974-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Kirklees,,,government-organisation:D4,,,1974-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Kingston upon Hull,,,government-organisation:D4,,,1996-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Isle of Wight,,,government-organisation:D4,,,1905-06-17,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Isles of Scilly,,,government-organisation:D4,,,1974-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Hartlepool,,,government-organisation:D4,,,1905-06-18,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Herefordshire,,,government-organisation:D4,,,1998-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Halton,,,government-organisation:D4,,,1998-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Gateshead,,,government-organisation:D4,,,1974-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,East Riding of Yorkshire,,,government-organisation:D4,,,1996-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,County Durham,,,government-organisation:D4,,,2009-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Dudley,,,government-organisation:D4,,,1974-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Doncaster,,,government-organisation:D4,,,1974-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Darlington,,,government-organisation:D4,,,1997-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Coventry,,,government-organisation:D4,,,1974-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Cornwall,,,government-organisation:D4,,,2009-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Calderdale,,,government-organisation:D4,,,1974-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Cheshire West and Chester,,,government-organisation:D4,,,2009-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Cheshire East,,,government-organisation:D4,,,2009-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Central Bedfordshire,,,government-organisation:D4,,,2009-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Bury,,,government-organisation:D4,,,1974-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,City of Bristol,,,government-organisation:D4,,,1905-06-18,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Bradford,,,government-organisation:D4,,,1974-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Bracknell Forest,,,government-organisation:D4,,,1998-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Blackpool,,,government-organisation:D4,,,1905-06-20,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Bolton,,,government-organisation:D4,,,1974-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,MD,,Barnsley,,,government-organisation:D4,,,1974-04-01,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Brighton and Hove,,,government-organisation:D4,,,1905-06-19,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2020-12-04,,UA,,Bedford,,,government-organisation:D4,,,2009-04-01,,,,
