resource,addressbase-custodian,billing-authority,census-area,combined-authority,end-date,entry-date,esd-inventory,local-authority-type,local-resilience-forum,name,official-name,opendatacommunities-area,opendatacommunities-organisation,organisation,region,shielding-hub,start-date,statistical-geography,twitter,website,wikidata,wikipedia
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Blaby,Blaby District Council,,,local-authority-eng:BLA,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,CTY,,Leicestershire,Leicestershire County Council,,,local-authority-eng:LEC,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Wyre,Wyre Borough Council,,,local-authority-eng:WYR,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,West Lancashire,West Lancashire Borough Council,,,local-authority-eng:WLA,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,South Ribble,South Ribble Borough Council,,,local-authority-eng:SRI,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Rossendale,Rossendale Borough Council,,,local-authority-eng:ROS,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Ribble Valley,Ribble Valley Borough Council,,,local-authority-eng:RIB,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Preston,Preston City Council,,,local-authority-eng:PRE,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Pendle,Pendle Borough Council,,,local-authority-eng:PEN,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Lancaster,Lancaster City Council,,,local-authority-eng:LAC,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Hyndburn,Hyndburn Borough Council,,,local-authority-eng:HYN,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Fylde,Fylde Borough Council,,,local-authority-eng:FYL,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Chorley,Chorley Borough Council,,,local-authority-eng:CHO,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Burnley,Burnley Borough Council,,,local-authority-eng:BUN,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,CTY,,Lancashire,Lancashire County Council,,,local-authority-eng:LAN,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Tunbridge Wells,Tunbridge Wells Borough Council,,,local-authority-eng:TUN,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Tonbridge and Malling,Tonbridge and Malling Borough Council,,,local-authority-eng:TON,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Thanet,Thanet District Council,,,local-authority-eng:THA,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Swale,Swale Borough Council,,,local-authority-eng:SWL,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Sevenoaks,Sevenoaks District Council,,,local-authority-eng:SEV,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Maidstone,Maidstone Borough Council,,,local-authority-eng:MAI,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Gravesham,Gravesham Borough Council,,,local-authority-eng:GRA,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Dover,Dover District Council,,,local-authority-eng:DOV,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Dartford,Dartford Borough Council,,,local-authority-eng:DAR,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Canterbury,Canterbury City Council,,,local-authority-eng:CAT,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Ashford,Ashford Borough Council,,,local-authority-eng:ASF,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,CTY,,Kent,Kent County Council,,,local-authority-eng:KEN,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Welwyn Hatfield,Welwyn Hatfield Borough Council,,,local-authority-eng:WEW,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Watford,Watford Borough Council,,,local-authority-eng:WAT,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Three Rivers,Three Rivers District Council,,,local-authority-eng:THE,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Stevenage,Stevenage Borough Council,,,local-authority-eng:STV,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,St Albans,St Albans City and District Council,,,local-authority-eng:SAL,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,North Hertfordshire,North Hertfordshire District Council,,,local-authority-eng:NHE,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Hertsmere,Hertsmere Borough Council,,,local-authority-eng:HER,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,East Hertfordshire,East Hertfordshire District Council,,,local-authority-eng:EHE,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Dacorum,Dacorum Borough Council,,,local-authority-eng:DAC,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Broxbourne,Broxbourne Borough Council,,,local-authority-eng:BRX,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,CTY,,Hertfordshire,Hertfordshire County Council,,,local-authority-eng:HRT,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Winchester,Winchester City Council,,,local-authority-eng:WIN,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Test Valley,Test Valley Borough Council,,,local-authority-eng:TES,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Rushmoor,Rushmoor Borough Council,,,local-authority-eng:RUH,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,New Forest,New Forest District Council,,,local-authority-eng:NEW,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Havant,Havant Borough Council,,,local-authority-eng:HAA,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Hart,Hart District Council,,,local-authority-eng:HAT,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Gosport,Gosport Borough Council,,,local-authority-eng:GOS,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Fareham,Fareham Borough Council,,,local-authority-eng:FAR,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Eastleigh,Eastleigh Borough Council,,,local-authority-eng:EAT,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,East Hampshire,East Hampshire District Council,,,local-authority-eng:EHA,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Basingstoke and Deane,Basingstoke and Deane Borough Council,,,local-authority-eng:BAN,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,CTY,,Hampshire,Hampshire County Council,,,local-authority-eng:HAM,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Tewkesbury,Tewkesbury Borough Council,,,local-authority-eng:TEW,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Stroud,Stroud District Council,,,local-authority-eng:STO,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Gloucester,Gloucester City Council,,,local-authority-eng:GLO,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Forest of Dean,Forest of Dean District Council,,,local-authority-eng:FOE,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Cotswold,Cotswold District Council,,,local-authority-eng:COT,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Cheltenham,Cheltenham Borough Council,,,local-authority-eng:CHT,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,CTY,,Gloucestershire,Gloucestershire County Council,,,local-authority-eng:GLS,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Westminster,City of Westminster,,,local-authority-eng:WSM,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Wandsworth,London Borough of Wandsworth,,,local-authority-eng:WND,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Waltham Forest,London Borough of Waltham Forest,,,local-authority-eng:WFT,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Tower Hamlets,London Borough of Tower Hamlets,,,local-authority-eng:TWH,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Southwark,London Borough of Southwark,,,local-authority-eng:SWK,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Sutton,London Borough of Sutton,,,local-authority-eng:STN,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Richmond upon Thames,London Borough of Richmond upon Thames,,,local-authority-eng:RIC,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Redbridge,London Borough of Redbridge,,,local-authority-eng:RDB,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Newham,London Borough of Newham,,,local-authority-eng:NWM,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Merton,London Borough of Merton,,,local-authority-eng:MRT,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Lewisham,London Borough of Lewisham,,,local-authority-eng:LEW,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Lambeth,London Borough of Lambeth,,,local-authority-eng:LBH,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Kingston upon Thames,Royal Borough of Kingston upon Thames,,,local-authority-eng:KTT,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Kensington and Chelsea,Royal Borough of Kensington and Chelsea,,,local-authority-eng:KEC,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Islington,London Borough of Islington,,,local-authority-eng:ISL,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Haringey,London Borough of Haringey,,,local-authority-eng:HRY,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Harrow,London Borough of Harrow,,,local-authority-eng:HRW,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Hounslow,London Borough of Hounslow,,,local-authority-eng:HNS,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Hammersmith and Fulham,London Borough of Hammersmith & Fulham,,,local-authority-eng:HMF,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Hillingdon,London Borough of Hillingdon,,,local-authority-eng:HIL,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Hackney,London Borough of Hackney,,,local-authority-eng:HCK,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Havering,London Borough of Havering,,,local-authority-eng:HAV,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Greenwich,Royal Borough of Greenwich,,,local-authority-eng:GRE,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Enfield,London Borough of Enfield,,,local-authority-eng:ENF,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Ealing,London Borough of Ealing,,,local-authority-eng:EAL,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Croydon,London Borough of Croydon,,,local-authority-eng:CRY,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Camden,London Borough of Camden,,,local-authority-eng:CMD,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Bromley,London Borough of Bromley,,,local-authority-eng:BRY,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Barnet,London Borough of Barnet,,,local-authority-eng:BNE,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Bexley,London Borough of Bexley,,,local-authority-eng:BEX,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Brent,London Borough of Brent,,,local-authority-eng:BEN,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,LBO,,Barking and Dagenham,London Borough of Barking and Dagenham,,,local-authority-eng:BDG,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Wealden,Wealden District Council,,,local-authority-eng:WEA,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Rother,Rother District Council,,,local-authority-eng:ROH,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Lewes,Lewes District Council,,,local-authority-eng:LEE,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Hastings,Hastings Borough Council,,,local-authority-eng:HAS,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Eastbourne,Eastbourne Borough Council,,,local-authority-eng:EAS,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,CTY,,East Sussex,East Sussex County Council,,,local-authority-eng:ESX,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Uttlesford,Uttlesford District Council,,,local-authority-eng:UTT,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Tendring,Tendring District Council,,,local-authority-eng:TEN,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Rochford,Rochford District Council,,,local-authority-eng:ROC,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Maldon,Maldon District Council,,,local-authority-eng:MAL,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Harlow,Harlow District Council,,,local-authority-eng:HAR,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Epping Forest,Epping Forest District Council,,,local-authority-eng:EPP,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Colchester,Colchester Borough Council,,,local-authority-eng:COL,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Chelmsford,Chelmsford City Council,,,local-authority-eng:CHL,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Castle Point,Castle Point Borough Council,,,local-authority-eng:CAS,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Brentwood,Brentwood Borough Council,,,local-authority-eng:BRW,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Braintree,Braintree District Council,,,local-authority-eng:BRA,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Basildon,Basildon Borough Council,,,local-authority-eng:BAI,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,CTY,,Essex,Essex County Council,,,local-authority-eng:ESS,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,West Devon,West Devon Borough Council,,,local-authority-eng:WDE,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Torridge,Torridge District Council,,,local-authority-eng:TOR,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Teignbridge,Teignbridge District Council,,,local-authority-eng:TEI,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,South Hams,South Hams District Council,,,local-authority-eng:SHA,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,North Devon,North Devon District Council,,,local-authority-eng:NDE,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Mid Devon,Mid Devon District Council,,,local-authority-eng:MDE,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Exeter,Exeter City Council,,,local-authority-eng:EXE,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,East Devon,East Devon District Council,,,local-authority-eng:EDE,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,CTY,,Devon,Devon County Council,,,local-authority-eng:DEV,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,South Derbyshire,South Derbyshire District Council,,,local-authority-eng:SDE,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,North East Derbyshire,North East Derbyshire District Council,,,local-authority-eng:NED,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,High Peak,High Peak Borough Council,,,local-authority-eng:HIG,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Erewash,Erewash Borough Council,,,local-authority-eng:ERE,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Derbyshire Dales,Derbyshire Dales District Council,,,local-authority-eng:DEB,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Chesterfield,Chesterfield Borough Council,,,local-authority-eng:CHS,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Bolsover,Bolsover District Council,,,local-authority-eng:BOS,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Amber Valley,Amber Valley Borough Council,,,local-authority-eng:AMB,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,CTY,,Derbyshire,Derbyshire County Council,,,local-authority-eng:DBY,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Derby,Derby City Council,,,local-authority-eng:DER,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,South Lakeland,South Lakeland District Council,,,local-authority-eng:SLA,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Eden,Eden District Council,,,local-authority-eng:EDN,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Copeland,Copeland Borough Council,,,local-authority-eng:COP,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Carlisle,Carlisle City Council,,,local-authority-eng:CAR,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Barrow-in-Furness,Barrow-in-Furness Borough Council,,,local-authority-eng:BAR,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Allerdale,Allerdale Borough Council,,,local-authority-eng:ALL,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,CTY,,Cumbria,Cumbria County Council,,,local-authority-eng:CMA,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,South Cambridgeshire,South Cambridgeshire District Council,,,local-authority-eng:SCA,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Huntingdonshire,Huntingdonshire District Council,,,local-authority-eng:HUN,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Fenland,Fenland District Council,,,local-authority-eng:FEN,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,East Cambridgeshire,East Cambridgeshire District Council,,,local-authority-eng:ECA,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,NMD,,Cambridge,Cambridge City Council,,,local-authority-eng:CAB,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,CTY,,Cambridgeshire,Cambridgeshire County Council,,,local-authority-eng:CAM,,,,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,York,City of York Council,,,local-authority-eng:YOR,,,1905-06-18,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Warrington,Warrington Borough Council,,,local-authority-eng:WRT,,,1905-06-20,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Wirral,Wirral Borough Council,,,local-authority-eng:WRL,,,1974-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Wokingham,Wokingham Borough Council,,,local-authority-eng:WOK,,,1905-06-20,,,,,
